"head","rel","tail","time","subject"
"tillage","automate","control","2020","Engineer_Info-science"
"coordination","deal","systems","2020","Engineer_Info-science"
"conceives","validate","experiments","2020","Engineer_Info-science"
"proximity","base","radial distance","2020","Engineer_Info-science"
"power","coil","relative position","2020","Engineer_Info-science"
"light sources","monolithically integrate","photonic integrated circuit","2020","Engineer_Info-science"
"trajectory tracking control","investigate","study","2020","Engineer_Info-science"
"external disturbances","come","ground","2020","Engineer_Info-science"
"Abstract","by correct","systematic errors","2020","Engineer_Info-science"
"development","become","urgent issue","2020","Engineer_Info-science"
"test","compare","protocols","2020","Engineer_Info-science"
"experiments","prove","functionality","2020","Engineer_Info-science"
"prediction","need","high accuracy","2020","Engineer_Info-science"
"parameter","characterize","sections","2020","Engineer_Info-science"
"control variables","use","optimal solution","2020","Engineer_Info-science"
"differential","achieve","processing","2020","Engineer_Info-science"
"measurements","use","sensor","2020","Engineer_Info-science"
"approach","pair","architecture","2020","Engineer_Info-science"
"video data","base","edge","2020","Engineer_Info-science"
"strategies","adopt","device","2020","Engineer_Info-science"
"researchers","contribute","Digital Twins","2020","Engineer_Info-science"
"researchers","meet","Bonn","2020","Engineer_Info-science"
"Digital Converter","convert","read voltage","2020","Engineer_Info-science"
"capacities","offer","operator","2020","Engineer_Info-science"
"algorithms","report","literature","2020","Engineer_Info-science"
"problems","have","applications","2020","Engineer_Info-science"
"system","employ","transducer","2020","Engineer_Info-science"
"They","integrate","systems","2020","Engineer_Info-science"
"circuit","provide","receptive field","2020","Engineer_Info-science"
"Abstract","raise efficiency employ","robot arms","2020","Engineer_Info-science"
"FinFET","investigate","radiofrequency","2020","Engineer_Info-science"
"They","hold","great potential","2020","Engineer_Info-science"
"smart contract","employ","approach","2020","Engineer_Info-science"
"limitations","require","performance","2020","Engineer_Info-science"
"service","plan","advance","2020","Engineer_Info-science"
"analysis","present","paper","2020","Engineer_Info-science"
"delay","reduce","Lead","2020","Engineer_Info-science"
"channel","imply","model","2020","Engineer_Info-science"
"Event Data","regulate","standards","2020","Engineer_Info-science"
"talent","not satisfy","industry","2020","Engineer_Info-science"
"planning","dictate","functionality","2020","Engineer_Info-science"
"data sets","engender","business","2020","Engineer_Info-science"
"Vehicles","rely","satellite navigation","2020","Engineer_Info-science"
"article","present","analysis","2020","Engineer_Info-science"
"policy","give","joint space","2020","Engineer_Info-science"
"system","accompany","videos","2020","Engineer_Info-science"
"establishments","revert","personnel","2020","Engineer_Info-science"
"time","spend","experienced users","2020","Engineer_Info-science"
"users","find","fairly easy","2020","Engineer_Info-science"
"task completion","observe","process","2020","Engineer_Info-science"
"Recommendations","provide","order","2020","Engineer_Info-science"
"sensors","provide","fast response","2020","Engineer_Info-science"
"proposal","characterize","system","2020","Engineer_Info-science"
"Artificial Intelligence","support","automation","2020","Engineer_Info-science"
"machines","use","low cost","2020","Engineer_Info-science"
"inverters","require","resolver","2020","Engineer_Info-science"
"Laboratory","operate","metal plate","2020","Engineer_Info-science"
"world coordinates","calculate","camera calibration","2020","Engineer_Info-science"
"coordinate transformation","conduct","coordinate","2020","Engineer_Info-science"
"taxi","dispatch","problem","2020","Engineer_Info-science"
"dispatcher","integrate","assignment","2020","Engineer_Info-science"
"domain knowledge","train","behaviours","2020","Engineer_Info-science"
"task","pick","block","2020","Engineer_Info-science"
"design guidelines","propose","order","2020","Engineer_Info-science"
"systems","fail","operation","2020","Engineer_Info-science"
"control","apply","renewable energy","2020","Engineer_Info-science"
"digital twin","base","process","2020","Engineer_Info-science"
"system","include","system","2020","Engineer_Info-science"
"power","grids","smart grids","2020","Engineer_Info-science"
"digital","deteriorate","stability","2020","Engineer_Info-science"
"service robots","perform","tasks","2020","Engineer_Info-science"
"robot","painstakingly cod","advance","2020","Engineer_Info-science"
"environment","require","time","2020","Engineer_Info-science"
"electric energy","undertake","electric energy","2020","Engineer_Info-science"
"objects","store","trays","2020","Engineer_Info-science"
"strategy","implement","control","2020","Engineer_Info-science"
"automated vehicles","receive","speeds","2020","Engineer_Info-science"
"national standards","assess","accuracy","2020","Engineer_Info-science"
"company","pull employees manually record","items","2020","Engineer_Info-science"
"company","carry out","inventory","2020","Engineer_Info-science"
"article","present","artifacts","2020","Engineer_Info-science"
"competitions","discuss","boards","2020","Engineer_Info-science"
"effect","not work","space","2020","Engineer_Info-science"
"transport","base","theory","2020","Engineer_Info-science"
"control strategy","prevent","transformer","2020","Engineer_Info-science"
"ground fault","produce","malfunction","2020","Engineer_Info-science"
"research","aim","contributions","2020","Engineer_Info-science"
"book","explore","concept","2020","Engineer_Info-science"
"platform","support","intelligent transport systems","2020","Engineer_Info-science"
"battery storage","reduce","factor","2020","Engineer_Info-science"
"paper","present","grid connected photovoltaic","2020","Engineer_Info-science"
"PV power","distribute","loads","2020","Engineer_Info-science"
"power electronic converters","employ","power systems","2020","Engineer_Info-science"
"approach","use","control","2020","Engineer_Info-science"
"information","relate","mobile robot","2020","Engineer_Info-science"
"proposed method","achieve","obstacle avoidance","2020","Engineer_Info-science"
"paper","bridge","interface","2020","Engineer_Info-science"
"Robots","require","perception","2020","Engineer_Info-science"
"approach","work","external load","2020","Engineer_Info-science"
"recurrent neural network","use","signals","2020","Engineer_Info-science"
"switch","integrate","power supply","2020","Engineer_Info-science"
"PV systems","instal","applications","2020","Engineer_Info-science"
"human's","coordinate","quadrupedal","2020","Engineer_Info-science"
"results","relate","performance","2020","Engineer_Info-science"
"error","handle","error rate","2020","Engineer_Info-science"
"Procedural Content Generation","help alleviate","workloads","2020","Engineer_Info-science"
"printed circuit board","design","inductance","2020","Engineer_Info-science"
"virtual impedance","need","control efforts","2020","Engineer_Info-science"
"virtual impedance","depend","output","2020","Engineer_Info-science"
"control","base","state feedback control","2020","Engineer_Info-science"
"immersive VR","involve","display","2020","Engineer_Info-science"
"sensor","monitor","circumference","2020","Engineer_Info-science"
"soft materials","adapt","harsh environments","2020","Engineer_Info-science"
"circuit","provide","zero","2020","Engineer_Info-science"
"result","play","role","2020","Engineer_Info-science"
"model","easily include","admittance","2020","Engineer_Info-science"
"cells","consist","multiple","2020","Engineer_Info-science"
"Transportation costs","influence","effects","2020","Engineer_Info-science"
"method","base","model","2020","Engineer_Info-science"
"calibration","transfer","sensor nodes","2020","Engineer_Info-science"
"methods","mitigate","risks","2020","Engineer_Info-science"
"current sensor","propose","measure","2020","Engineer_Info-science"
"sensors","integrate","module","2020","Engineer_Info-science"
"Centralized controllers","subdivide","controllers","2020","Engineer_Info-science"
"information","utilize","dimensions","2020","Engineer_Info-science"
"hardware","perform","bus route","2020","Engineer_Info-science"
"methods","result","control","2020","Engineer_Info-science"
"Simulations","carry out","Simulink environment","2020","Engineer_Info-science"
"robot","build up","momentum","2020","Engineer_Info-science"
"dynamics","use","model predictive controller","2020","Engineer_Info-science"
"Engineering","present","context","2020","Engineer_Info-science"
"evidence","gather","hand","2020","Engineer_Info-science"
"Analog circuits","challenge","stimulation","2020","Engineer_Info-science"
"apparent","find","contribution","2020","Engineer_Info-science"
"Autonomous Vehicles","enhance","safety","2020","Engineer_Info-science"
"transit","traverse","service","2020","Engineer_Info-science"
"industry","generate","million","2020","Engineer_Info-science"
"Electric vehicles","receive","greater attention","2020","Engineer_Info-science"
"indeterminate","execute","microgrid","2020","Engineer_Info-science"
"specifications","communicate","charging station","2020","Engineer_Info-science"
"article","present","primary frequency control","2020","Engineer_Info-science"
"measures","provide","explanatory power","2020","Engineer_Info-science"
"utility","consume","country","2020","Engineer_Info-science"
"rules","design","standard","2020","Engineer_Info-science"
"reflector","shape","antennas","2020","Engineer_Info-science"
"controller","design","energy","2020","Engineer_Info-science"
"system","compose","motion control","2020","Engineer_Info-science"
"intelligent","affect","energy consumption","2020","Engineer_Info-science"
"energy","by improve","intelligent","2020","Engineer_Info-science"
"model","develop","characteristics","2020","Engineer_Info-science"
"experimental testbed","build","Universal Software Radio","2020","Engineer_Info-science"
"system","utilize","Domain Randomization","2020","Engineer_Info-science"
"truth","acquire","sewer pipes","2020","Engineer_Info-science"
"reliability","develop","authors","2020","Engineer_Info-science"
"heterogeneous vehicular","incorporate","cellular systems","2020","Engineer_Info-science"
"presentation","introduce","measurement setup","2020","Engineer_Info-science"
"omnidirectional cameras","help","collection","2020","Engineer_Info-science"
"Campaigns","not use","electrical energy","2020","Engineer_Info-science"
"structure","update","power quality","2020","Engineer_Info-science"
"system","realize as well","hardware","2020","Engineer_Info-science"
"amount","generate","crystal","2020","Engineer_Info-science"
"selection","constitute","interest","2020","Engineer_Info-science"
"Results","summarize","tables","2020","Engineer_Info-science"
"technical solutions","depend","field","2020","Engineer_Info-science"
"power","integrate","grid","2020","Engineer_Info-science"
"field research","determine","variables","2020","Engineer_Info-science"
"Petersburg","assess","regulatory documents","2020","Engineer_Info-science"
"simulation data","provide","request","2020","Engineer_Info-science"
"control","use","horizontal resolution","2020","Engineer_Info-science"
"optical sensors","establish","scientific literature","2020","Engineer_Info-science"
"buildings","generate","Monte Carlo simulation","2020","Engineer_Info-science"
"Culture","introduce","paper","2020","Engineer_Info-science"
"purpose","greatly underapproximate","coverage","2020","Engineer_Info-science"
"They","base","techniques","2020","Engineer_Info-science"
"edge detection","substitute","detectors","2020","Engineer_Info-science"
"polarization","switch","behavior","2020","Engineer_Info-science"
"implementation","investigate","robot systems","2020","Engineer_Info-science"
"optimizer","integrate","forecaster","2020","Engineer_Info-science"
"optimal point","apply","system","2020","Engineer_Info-science"
"Development","provide","information access","2020","Engineer_Info-science"
"project","be pilot of","Substation","2020","Engineer_Info-science"
"noise levels","generate","NLG systems","2020","Engineer_Info-science"
"mobile device","harvest","energy","2020","Engineer_Info-science"
"controller","achieve","response","2020","Engineer_Info-science"
"communication delay","cause","standard","2020","Engineer_Info-science"
"machines","constrain","time","2020","Engineer_Info-science"
"hybrid method","introduce","paper","2020","Engineer_Info-science"
"spectacular","not exist","bulk","2020","Engineer_Info-science"
"assumptions","verify","simulations","2020","Engineer_Info-science"
"artificial intelligence","interpret","speaker","2020","Engineer_Info-science"
"methods","not optimize","hardware design","2020","Engineer_Info-science"
"platform","produce","pricing decisions","2020","Engineer_Info-science"
"application","limit","manufacturing","2020","Engineer_Info-science"
"existing solutions","rely","circuit simulations","2020","Engineer_Info-science"
"approach","choose","perform","2020","Engineer_Info-science"
"artifact","support","software development process","2020","Engineer_Info-science"
"controller","compare","techniques","2020","Engineer_Info-science"
"excitation","pose","challenges","2020","Engineer_Info-science"
"faults","cause","output power","2020","Engineer_Info-science"
"card","verify","entry","2020","Engineer_Info-science"
"system","use","power amplifier","2020","Engineer_Info-science"
"individual frames","subject","quality","2020","Engineer_Info-science"
"wideband","base","split ring resonator","2020","Engineer_Info-science"
"models","improve","response","2020","Engineer_Info-science"
"transactions","arrive","online","2020","Engineer_Info-science"
"greedy algorithms","employ","hybrid beamformers","2020","Engineer_Info-science"
"wireless power transfer","achieve","range","2020","Engineer_Info-science"
"urgent","underscore","traffic congestion","2020","Engineer_Info-science"
"proposed approach","provide","drivers","2020","Engineer_Info-science"
"approach","propose","context","2020","Engineer_Info-science"
"transmission","allocate","devices","2020","Engineer_Info-science"
"robotic technology","make","sense","2020","Engineer_Info-science"
"means","consider","cases","2020","Engineer_Info-science"
"components","make up","distribution network","2020","Engineer_Info-science"
"findings","provide","avenue","2020","Engineer_Info-science"
"soft sensor","not experience","deterioration","2020","Engineer_Info-science"
"interconnect","explore","paper","2020","Engineer_Info-science"
"tests","start","memory","2020","Engineer_Info-science"
"design","design for","technology","2020","Engineer_Info-science"
"setup times","include","machines","2020","Engineer_Info-science"
"weighting factor","describe","partitions","2020","Engineer_Info-science"
"forces","feed","lumped parameter","2020","Engineer_Info-science"
"Intelligent controller","improve","battery performance","2020","Engineer_Info-science"
"battery lifetime","increase","sensor","2020","Engineer_Info-science"
"detection mechanisms","base","handful","2020","Engineer_Info-science"
"geometry","offer","gain","2020","Engineer_Info-science"
"mobile device","use","information","2020","Engineer_Info-science"
"ancillary service","propose","paper","2020","Engineer_Info-science"
"active power","require","synchronous generators","2020","Engineer_Info-science"
"ancillary service","firstly verify","simulation","2020","Engineer_Info-science"
"Tests","conduct","Marshall","2020","Engineer_Info-science"
"model","base on","electromagnetic simulations","2020","Engineer_Info-science"
"implementation","have","hardware utilization","2020","Engineer_Info-science"
"categorisation","base","prior knowledge","2020","Engineer_Info-science"
"approach","allow increase","sensitivity","2020","Engineer_Info-science"
"techniques","apply","DC motor","2020","Engineer_Info-science"
"abstract","produce","measurement","2020","Engineer_Info-science"
"Computerization","refer","computers","2020","Engineer_Info-science"
"reconstruction","provide","geometry","2020","Engineer_Info-science"
"tool","use","selection","2020","Engineer_Info-science"
"electric power","know","smart grid","2020","Engineer_Info-science"
"fault","utilize","reconstruct","2020","Engineer_Info-science"
"experiment","demonstrate","growth","2020","Engineer_Info-science"
"drone","become","highly active","2020","Engineer_Info-science"
"research","extend","problem","2020","Engineer_Info-science"
"Home Appliance","meet up","consumer preferences","2020","Engineer_Info-science"
"approach","evaluate on","industrial robot","2020","Engineer_Info-science"
"counter measures","reevaluate","resource","2020","Engineer_Info-science"
"performance","evaluate","numerical simulations","2020","Engineer_Info-science"
"logic","use","critical path","2020","Engineer_Info-science"
"technologies","see","widespread adoption","2020","Engineer_Info-science"
"biohybrid","actuate","long term","2020","Engineer_Info-science"
"tool","allow evaluate","behavior","2020","Engineer_Info-science"
"soft robot","motivate","safe operation","2020","Engineer_Info-science"
"control logic","extract","subsystem","2020","Engineer_Info-science"
"digital","require","representations","2020","Engineer_Info-science"
"robot","deploy","policy","2020","Engineer_Info-science"
"previous research","focus","load","2020","Engineer_Info-science"
"framework","give","average accuracy","2020","Engineer_Info-science"
"variables","affect","behavior","2020","Engineer_Info-science"
"history","provide","sensor","2020","Engineer_Info-science"
"parameters","assess","threshold","2020","Engineer_Info-science"
"leak detection","use","receivers","2020","Engineer_Info-science"
"work","use","Vehicle Simulator","2020","Engineer_Info-science"
"setup","include","CMOS camera","2020","Engineer_Info-science"
"Insulated Gate Bipolar Transistors","as switch","devices","2020","Engineer_Info-science"
"dimensions","consider","evaluation","2020","Engineer_Info-science"
"innovation","come","industry","2020","Engineer_Info-science"
"Distribution","account","service interruptions","2020","Engineer_Info-science"
"analyses","occur","power distribution","2020","Engineer_Info-science"
"delivery","use","modulation","2020","Engineer_Info-science"
"vr videos","film in","shopping center","2020","Engineer_Info-science"
"Pi camera","use","movement","2020","Engineer_Info-science"
"implementation","allow","voltage operation","2020","Engineer_Info-science"
"substation","play","important role","2020","Engineer_Info-science"
"uncertainty set","encode","legislation","2020","Engineer_Info-science"
"Numerical results","present","closure","2020","Engineer_Info-science"
"proposed method","maintain","reliability","2020","Engineer_Info-science"
"aspect","uphold","banking industry","2020","Engineer_Info-science"
"conductors","investigate","applications","2020","Engineer_Info-science"
"harmonic frequency","communicate","inverters","2020","Engineer_Info-science"
"approach","achieve","thermal noise","2020","Engineer_Info-science"
"revolution","include","outline","2020","Engineer_Info-science"
"power control","design","harvester","2020","Engineer_Info-science"
"Positive feedback","use","stages","2020","Engineer_Info-science"
"virtual machines","co host","node","2020","Engineer_Info-science"
"approach","concern","customer","2020","Engineer_Info-science"
"comparison","cover","electrical energy","2020","Engineer_Info-science"
"blasting","observe","records","2020","Engineer_Info-science"
"technique","enable","parameters","2020","Engineer_Info-science"
"autonomous robots","use","quality control","2020","Engineer_Info-science"
"paper","propose","application","2020","Engineer_Info-science"
"application","use","Quality Function Deployment","2020","Engineer_Info-science"
"controllers","design","paper","2020","Engineer_Info-science"
"system","have","failures","2020","Engineer_Info-science"
"deployment","by deeply analyze","PIR sensors","2020","Engineer_Info-science"
"wearable robots","perceive","environmental information","2020","Engineer_Info-science"
"Demand response","gain","importance","2020","Engineer_Info-science"
"solution","present","paper","2020","Engineer_Info-science"
"Abstract","aim at implement","optimization technique","2020","Engineer_Info-science"
"assignment","constrain","physical machine","2020","Engineer_Info-science"
"algorithm","have","linear","2020","Engineer_Info-science"
"interventions","use","actuators","2020","Engineer_Info-science"
"proposed method","greatly simplify speaker adaptation pipeline by consistently employ","ecosystems","2020","Engineer_Info-science"
"device","base","consumer hardware","2020","Engineer_Info-science"
"computer","run","open source","2020","Engineer_Info-science"
"workspace","switch","location","2020","Engineer_Info-science"
"factors","form","space","2020","Engineer_Info-science"
"variety","develop","decision","2020","Engineer_Info-science"
"loop transformations","concisely represent","language","2020","Engineer_Info-science"
"resources","allocate","memory","2020","Engineer_Info-science"
"term","mean","charge","2020","Engineer_Info-science"
"kind","use","digital camera","2020","Engineer_Info-science"
"municipality","select","alternative","2020","Engineer_Info-science"
"Internet connection","limit","deployments","2020","Engineer_Info-science"
"Abstract","for drill","hybrid","2020","Engineer_Info-science"
"spindle power","develop","detection","2020","Engineer_Info-science"
"samples","take at","companies","2020","Engineer_Info-science"
"survey","provide","sensor information","2020","Engineer_Info-science"
"They","decrease","costs","2020","Engineer_Info-science"
"sensor","detect","light intensity","2020","Engineer_Info-science"
"challenges","surround","TORS","2020","Engineer_Info-science"
"energy devices","improve","energy delivery","2020","Engineer_Info-science"
"paper","discuss","multi","2020","Engineer_Info-science"
"researchers","carry out","study","2020","Engineer_Info-science"
"technology","receive","attention","2020","Engineer_Info-science"
"proposed approach","test in","system","2020","Engineer_Info-science"
"target localization","study in","letter","2020","Engineer_Info-science"
"display device","present","information","2020","Engineer_Info-science"
"system","have","interference","2020","Engineer_Info-science"
"operation","lie","critical path","2020","Engineer_Info-science"
"group","consist","software modules","2020","Engineer_Info-science"
"Distributed generators","bring promise","benefits","2020","Engineer_Info-science"
"activities","produce","erroneous outputs","2020","Engineer_Info-science"
"transmission","confirm","transmission","2020","Engineer_Info-science"
"combination","enable","users","2020","Engineer_Info-science"
"experimental results","demonstrate","order","2020","Engineer_Info-science"
"proposed method","enable","robot","2020","Engineer_Info-science"
"information exchange","play","important roles","2020","Engineer_Info-science"
"approach","base","scheduling strategy","2020","Engineer_Info-science"
"Smart","telematics","systems","2020","Engineer_Info-science"
"answer","return","robot","2020","Engineer_Info-science"
"frequency","make","weight","2020","Engineer_Info-science"
"efficiency","compare","charger","2020","Engineer_Info-science"
"dimension reduction","help","monitoring systems","2020","Engineer_Info-science"
"techniques","devise","processors","2020","Engineer_Info-science"
"electrical field","pay","attention","2020","Engineer_Info-science"
"problem","discuss","depth","2020","Engineer_Info-science"
"power management","become","challenging task","2020","Engineer_Info-science"
"Transportation","face","disruption","2020","Engineer_Info-science"
"film","contain","V2O5","2020","Engineer_Info-science"
"technique","reduce","antennas","2020","Engineer_Info-science"
"physical components","deeply connect","control systems","2020","Engineer_Info-science"
"high power","require","industrial applications","2020","Engineer_Info-science"
"paper","present","modes","2020","Engineer_Info-science"
"switching frequency","relax","requirements","2020","Engineer_Info-science"
"Program","provide","inputs","2020","Engineer_Info-science"
"implementation","require","software","2020","Engineer_Info-science"
"array","suppose","strings","2020","Engineer_Info-science"
"barriers","instal","whenever","2020","Engineer_Info-science"
"module","add","system","2020","Engineer_Info-science"
"sensor","exhibit","linear ranges","2020","Engineer_Info-science"
"Gym environment","use","research","2020","Engineer_Info-science"
"tapes","expand","directions","2020","Engineer_Info-science"
"antenna","use","base station","2020","Engineer_Info-science"
"time","enable","model","2020","Engineer_Info-science"
"approaches","follow","Phase Locked Loop","2020","Engineer_Info-science"
"computational resources","discourage","embedded applications","2020","Engineer_Info-science"
"Arduino","give","control","2020","Engineer_Info-science"
"object","consist","actuators","2020","Engineer_Info-science"
"Human movement","require","attention","2020","Engineer_Info-science"
"physical systems","base","machine","2020","Engineer_Info-science"
"devices","have","terminals","2020","Engineer_Info-science"
"devices","not be request","activities","2020","Engineer_Info-science"
"strategies","service","ecosystem","2020","Engineer_Info-science"
"self","base","contract","2020","Engineer_Info-science"
"client","operate","industry","2020","Engineer_Info-science"
"organisms","integrate","system","2020","Engineer_Info-science"
"measures","involve","values","2020","Engineer_Info-science"
"interactions","base","optical systems","2020","Engineer_Info-science"
"data analysis","aim at provide","insights","2020","Engineer_Info-science"
"passive","design","method","2020","Engineer_Info-science"
"people","use","smart electronics","2020","Engineer_Info-science"
"Robotic systems","become","daily lives","2020","Engineer_Info-science"
"robot","strongly predict","perceptions","2020","Engineer_Info-science"
"light sensor","place","linear","2020","Engineer_Info-science"
"warranty","depend heavily","structure","2020","Engineer_Info-science"
"driver","base","circuit","2020","Engineer_Info-science"
"method","show","cycle","2020","Engineer_Info-science"
"infotainment","utilize","haptic feedback","2020","Engineer_Info-science"
"robotic systems","range","robots","2020","Engineer_Info-science"
"paper","decompose","efficiency","2020","Engineer_Info-science"
"electric vehicle charging stations","deploy very fast","recent years","2020","Engineer_Info-science"
"UAVs","help","offload","2020","Engineer_Info-science"
"classical methods","implement","maximum power point","2020","Engineer_Info-science"
"automotive radar","distribute","object","2020","Engineer_Info-science"
"generation","constraint","memory","2020","Engineer_Info-science"
"Frequency","provide","vibration","2020","Engineer_Info-science"
"Sensor Pattern Noise","consist","Uniformity","2020","Engineer_Info-science"
"products","loose","products","2020","Engineer_Info-science"
"proposal","enable","mobile robot","2020","Engineer_Info-science"
"simulations","run","Matlab","2020","Engineer_Info-science"
"transportation","provoke","modernization","2020","Engineer_Info-science"
"peak","supply","reference","2020","Engineer_Info-science"
"sensory","travel as quickly","wireless sensor networks","2020","Engineer_Info-science"
"mobile robots","play","pivotal role","2020","Engineer_Info-science"
"mobile robots","safely move right","surrounding obstacles","2020","Engineer_Info-science"
"attendant","have","problem","2020","Engineer_Info-science"
"attendants","have","problems","2020","Engineer_Info-science"
"paper","present","computer","2020","Engineer_Info-science"
"system","use","transistor","2020","Engineer_Info-science"
"setup","use","windows","2020","Engineer_Info-science"
"Extensive tests","carry out","hardware","2020","Engineer_Info-science"
"bicycle","provide primarily","public service","2020","Engineer_Info-science"
"camera","have","conditions","2020","Engineer_Info-science"
"controller","develop","Simulink","2020","Engineer_Info-science"
"harmonic","use","past","2020","Engineer_Info-science"
"techniques","adapt","power","2020","Engineer_Info-science"
"virtual impedance","implement","harmonic current","2020","Engineer_Info-science"
"autonomous navigation","range","autonomous vehicles","2020","Engineer_Info-science"
"system","recognize automatically","sound fields","2020","Engineer_Info-science"
"controller","send","reference","2020","Engineer_Info-science"
"UAVs","divide","steps","2020","Engineer_Info-science"
"wireless power transfer","apply","battery","2020","Engineer_Info-science"
"opening","utilize","armband","2020","Engineer_Info-science"
"puzzle","consider","benefits","2020","Engineer_Info-science"
"households","use","kerosene","2020","Engineer_Info-science"
"customers","serve","customers","2020","Engineer_Info-science"
"energy consumers","produce","electricity","2020","Engineer_Info-science"
"prosumer","trade","power","2020","Engineer_Info-science"
"performance","show","uncertainty","2020","Engineer_Info-science"
"order","compose","network","2020","Engineer_Info-science"
"control systems","alter","sensor data","2020","Engineer_Info-science"
"information","satisfy","high adaptability","2020","Engineer_Info-science"
"compact","implement","Verilog","2020","Engineer_Info-science"
"difference","arise","configurations","2020","Engineer_Info-science"
"work","follow","path","2020","Engineer_Info-science"
"modular","possess","capabilities","2020","Engineer_Info-science"
"robot configurations","range","configurations","2020","Engineer_Info-science"
"controllers","use","observation","2020","Engineer_Info-science"
"study","use","methodological approach","2020","Engineer_Info-science"
"multiple objects","encounter","situation","2020","Engineer_Info-science"
"capacitor","consist","microcomputer","2020","Engineer_Info-science"
"vehicle drivers","work","mobile applications","2020","Engineer_Info-science"
"significant advancements","achieve","monitoring","2020","Engineer_Info-science"
"devices","use","systems","2020","Engineer_Info-science"
"Abstract","generate","heat","2020","Engineer_Info-science"
"approaches","prove","insufficient","2020","Engineer_Info-science"
"computational methods","implement","R package","2020","Engineer_Info-science"
"measurements","enable","amplifier","2020","Engineer_Info-science"
"research","aim","extent","2020","Engineer_Info-science"
"printing technology","enable","building","2020","Engineer_Info-science"
"electric vehicle","grow","fast","2020","Engineer_Info-science"
"power","charge","urban areas","2020","Engineer_Info-science"
"grid","base","capacity","2020","Engineer_Info-science"
"analog signals","realize","protections","2020","Engineer_Info-science"
"software","introduce","paper","2020","Engineer_Info-science"
"loads","satisfy","constraints","2020","Engineer_Info-science"
"results","give","networks","2020","Engineer_Info-science"
"information","use","values","2020","Engineer_Info-science"
"switches","integrate","antennas","2020","Engineer_Info-science"
"intermodal","take","advantage","2020","Engineer_Info-science"
"article","adopt","perspective","2020","Engineer_Info-science"
"response","alter","frequency","2020","Engineer_Info-science"
"Hydraulic","enable","legged robots","2020","Engineer_Info-science"
"network","consider","power transmission","2020","Engineer_Info-science"
"service provider","use fewer vehicles meet","requests","2020","Engineer_Info-science"
"Higher efficiency","obtain","structure","2020","Engineer_Info-science"
"numerical results","verify","simulations","2020","Engineer_Info-science"
"robot motion","stay","constraints","2020","Engineer_Info-science"
"amplifiers","play","increasingly important","2020","Engineer_Info-science"
"methods","monitor","forest fires","2020","Engineer_Info-science"
"robot","undergo","impact","2020","Engineer_Info-science"
"low energy consumption","interfaced","Ethernet","2020","Engineer_Info-science"
"devices","use","management","2020","Engineer_Info-science"
"converter","base","modulation","2020","Engineer_Info-science"
"computational tools","help","difficulties","2020","Engineer_Info-science"
"pulses","measure","sites","2020","Engineer_Info-science"
"industry practices","relate","measurement","2020","Engineer_Info-science"
"special emphasis","place","parameters","2020","Engineer_Info-science"
"number","fix","experimental","2020","Engineer_Info-science"
"vending machines","randomly select","districts","2020","Engineer_Info-science"
"player","lay down","tracks","2020","Engineer_Info-science"
"article","present","internal model control","2020","Engineer_Info-science"
"sensors","base","technologies","2020","Engineer_Info-science"
"machine learning algorithm","apply","images","2020","Engineer_Info-science"
"synchronization","use","sensor networks","2020","Engineer_Info-science"
"safety","compromise","algorithms","2020","Engineer_Info-science"
"robotic platforms","provide","consistent","2020","Engineer_Info-science"
"solution","reduce","embedded CPU","2020","Engineer_Info-science"
"capacitance","play","Internet of things","2020","Engineer_Info-science"
"battery","charge","cycles","2020","Engineer_Info-science"
"study","obtain","workers","2020","Engineer_Info-science"
"modular robots","enable","interaction","2020","Engineer_Info-science"
"connectors","integrate","machines","2020","Engineer_Info-science"
"modular robots","base","jamming","2020","Engineer_Info-science"
"power allocation scheme","achieve","user fairness","2020","Engineer_Info-science"
"approach","have","limitations","2020","Engineer_Info-science"
"results","help","prediction","2020","Engineer_Info-science"
"based methods","use","planning","2020","Engineer_Info-science"
"technique","employ","electrical capacitance","2020","Engineer_Info-science"
"flops","provide","adequate","2020","Engineer_Info-science"
"antenna","drive","power supply","2020","Engineer_Info-science"
"experimental validation","obtain","system","2020","Engineer_Info-science"
"analog","widely use","electronic circuits","2020","Engineer_Info-science"
"control method","take","into account","2020","Engineer_Info-science"
"controller","apply","model","2020","Engineer_Info-science"
"simple","develop","study","2020","Engineer_Info-science"
"existing approaches","model inadequately","spatial features","2020","Engineer_Info-science"
"Advancements","raise","concern","2020","Engineer_Info-science"
"optimization","seek minimize","cut off","2020","Engineer_Info-science"
"camera","instal","vehicle type","2020","Engineer_Info-science"
"operating","implement","position control","2020","Engineer_Info-science"
"paper","list","suggestions","2020","Engineer_Info-science"
"smart","make","explanation","2020","Engineer_Info-science"
"incremental conductance","compare","results","2020","Engineer_Info-science"
"sensor","model","outputs","2020","Engineer_Info-science"
"Automation","revolutionize globally","banking sectors","2020","Engineer_Info-science"
"systems","operate","cities worldwide","2020","Engineer_Info-science"
"distributions","obtain","sensor","2020","Engineer_Info-science"
"Institut fur","wird betrieben","Air Vehicle","2020","Engineer_Info-science"
"imbalanced data","set","classifier","2020","Engineer_Info-science"
"environment","host","robotic hardware","2020","Engineer_Info-science"
"informational content","embed","decisions","2020","Engineer_Info-science"
"study","present","application","2020","Engineer_Info-science"
"vehicle position","estimate","reference","2020","Engineer_Info-science"
"electricity","integrate","electricity generation","2020","Engineer_Info-science"
