head,relation,tail
角色_希芙,relation_朋友,角色_洛基·劳菲森
角色_希芙,rdfsyntaxnstype,角色
角色_洛基·劳菲森,rdfsyntaxnstype,角色
角色_托尔·奥丁森,relation_后代,角色_奥丁
角色_托尔·奥丁森,rdfsyntaxnstype,角色
角色_奥丁,rdfsyntaxnstype,角色
角色_托尔·奥丁森,relation_朋友,角色_希芙
角色_托尔·奥丁森,rdfsyntaxnstype,角色
角色_希芙,rdfsyntaxnstype,角色
角色_托尔·奥丁森,relation_爱上,角色_希芙
角色_托尔·奥丁森,rdfsyntaxnstype,角色
角色_希芙,rdfsyntaxnstype,角色
角色_托尔·奥丁森,relation_配偶,角色_希芙
角色_托尔·奥丁森,rdfsyntaxnstype,角色
角色_希芙,rdfsyntaxnstype,角色
角色_希芙,relation_拥有,能力_超强力量
角色_希芙,rdfsyntaxnstype,角色
能力_超强力量,rdfsyntaxnstype,能力
角色_希芙,relation_拥有,能力_超长寿命
角色_希芙,rdfsyntaxnstype,角色
能力_超长寿命,rdfsyntaxnstype,能力
角色_希芙,relation_拥有,能力_再生愈合因子
角色_希芙,rdfsyntaxnstype,角色
能力_再生愈合因子,rdfsyntaxnstype,能力
角色_希芙,relation_持有,装备_奥丁赋予魔力的剑
角色_希芙,rdfsyntaxnstype,角色
装备_奥丁赋予魔力的剑,rdfsyntaxnstype,装备
角色_希芙,relation_持有,装备_龙牙匕
角色_希芙,rdfsyntaxnstype,角色
装备_龙牙匕,rdfsyntaxnstype,装备
角色_星云,relation_出现,作品_《复仇者联盟》
角色_星云,rdfsyntaxnstype,角色
作品_《复仇者联盟》,rdfsyntaxnstype,作品
角色_萨诺斯,relation_收养,角色_星云
角色_萨诺斯,rdfsyntaxnstype,角色
角色_星云,rdfsyntaxnstype,角色
角色_星云,relation_从事,职业_宇宙海盗
角色_星云,rdfsyntaxnstype,角色
职业_宇宙海盗,rdfsyntaxnstype,职业
角色_星云,relation_从事,职业_雇佣兵
角色_星云,rdfsyntaxnstype,角色
职业_雇佣兵,rdfsyntaxnstype,职业
角色_雪绪,relation_出现,作品_《死侍2》
角色_雪绪,rdfsyntaxnstype,角色
作品_《死侍2》,rdfsyntaxnstype,作品
演员_忽那汐里,relation_饰演,角色_雪绪
演员_忽那汐里,rdfsyntaxnstype,演员
角色_雪绪,rdfsyntaxnstype,角色
角色_青少女弹头,relation_爱上,角色_雪绪
角色_青少女弹头,rdfsyntaxnstype,角色
角色_雪绪,rdfsyntaxnstype,角色
角色_雪绪,relation_爱上,角色_青少女弹头
角色_雪绪,rdfsyntaxnstype,角色
角色_青少女弹头,rdfsyntaxnstype,角色
角色_雪绪,relation_属于,团队_X战警
角色_雪绪,rdfsyntaxnstype,角色
团队_X战警,rdfsyntaxnstype,团队
角色_雪绪,relation_属于,物种_变种人
角色_雪绪,rdfsyntaxnstype,角色
物种_变种人,rdfsyntaxnstype,物种
角色_雪绪,relation_拥有,能力_控制电
角色_雪绪,rdfsyntaxnstype,角色
能力_控制电,rdfsyntaxnstype,能力
角色_亚德里安·圆姆斯,relation_代号,称号_秃鹰
角色_亚德里安·圆姆斯,rdfsyntaxnstype,角色
称号_秃鹰,rdfsyntaxnstype,称号
角色_亚德里安·圆姆斯,relation_从事,职业_工人
角色_亚德里安·圆姆斯,rdfsyntaxnstype,角色
职业_工人,rdfsyntaxnstype,职业
角色_亚德里安·圆姆斯,relation_持有,装备_机械翅膀
角色_亚德里安·圆姆斯,rdfsyntaxnstype,角色
装备_机械翅膀,rdfsyntaxnstype,装备
角色_亚德里安·圆姆斯,relation_从事,职业_军火等贩卖
角色_亚德里安·圆姆斯,rdfsyntaxnstype,角色
职业_军火等贩卖,rdfsyntaxnstype,职业
角色_亚德里安·圆姆斯,relation_出现,作品_《蜘蛛侠：英雄归来》
角色_亚德里安·圆姆斯,rdfsyntaxnstype,角色
作品_《蜘蛛侠：英雄归来》,rdfsyntaxnstype,作品
演员_麦可·基顿,relation_饰演,角色_亚德里安·圆姆斯
演员_麦可·基顿,rdfsyntaxnstype,演员
角色_亚德里安·圆姆斯,rdfsyntaxnstype,角色
角色_马特·梅铎,relation_代号,称号_夜魔侠
角色_马特·梅铎,rdfsyntaxnstype,角色
称号_夜魔侠,rdfsyntaxnstype,称号
角色_马特·梅铎,relation_拥有,能力_闪电般的感应力
角色_马特·梅铎,rdfsyntaxnstype,角色
能力_闪电般的感应力,rdfsyntaxnstype,能力
角色_马特·梅铎,relation_从事,职业_律师
角色_马特·梅铎,rdfsyntaxnstype,角色
职业_律师,rdfsyntaxnstype,职业
角色_亨利·皮姆,relation_领导,团队_复仇者联盟
角色_亨利·皮姆,rdfsyntaxnstype,角色
团队_复仇者联盟,rdfsyntaxnstype,团队
角色_亨利·皮姆,relation_代号,称号_蚁人
角色_亨利·皮姆,rdfsyntaxnstype,角色
称号_蚁人,rdfsyntaxnstype,称号
角色_星爵,relation_属于,团队_银河护卫队
角色_星爵,rdfsyntaxnstype,角色
团队_银河护卫队,rdfsyntaxnstype,团队
角色_火箭浣熊,relation_属于,团队_银河护卫队
角色_火箭浣熊,rdfsyntaxnstype,角色
团队_银河护卫队,rdfsyntaxnstype,团队
角色_类星体,relation_属于,团队_银河护卫队
角色_类星体,rdfsyntaxnstype,角色
团队_银河护卫队,rdfsyntaxnstype,团队
角色_亚当术士,relation_属于,团队_银河护卫队
角色_亚当术士,rdfsyntaxnstype,角色
团队_银河护卫队,rdfsyntaxnstype,团队
角色_卡魔拉,relation_属于,团队_银河护卫队
角色_卡魔拉,rdfsyntaxnstype,角色
团队_银河护卫队,rdfsyntaxnstype,团队
角色_毁灭者德克斯,relation_属于,团队_银河护卫队
角色_毁灭者德克斯,rdfsyntaxnstype,角色
团队_银河护卫队,rdfsyntaxnstype,团队
角色_格鲁特,relation_属于,团队_银河护卫队
角色_格鲁特,rdfsyntaxnstype,角色
团队_银河护卫队,rdfsyntaxnstype,团队
团队_银河护卫队,relation_出现,作品_《银河护卫队》
团队_银河护卫队,rdfsyntaxnstype,团队
作品_《银河护卫队》,rdfsyntaxnstype,作品
团队_银河护卫队,relation_出现,作品_《复仇者联盟3:无限之战》
团队_银河护卫队,rdfsyntaxnstype,团队
作品_《复仇者联盟3:无限之战》,rdfsyntaxnstype,作品
角色_克林特·巴顿,relation_代号,称号_鹰眼
角色_克林特·巴顿,rdfsyntaxnstype,角色
称号_鹰眼,rdfsyntaxnstype,称号
角色_克林特·巴顿,relation_出现,作品_《悬疑故事》
角色_克林特·巴顿,rdfsyntaxnstype,角色
作品_《悬疑故事》,rdfsyntaxnstype,作品
角色_克林特·巴顿,relation_师从,角色_剑客
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_剑客,rdfsyntaxnstype,角色
角色_克林特·巴顿,relation_师从,角色_捷射
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_捷射,rdfsyntaxnstype,角色
角色_克林特·巴顿,relation_代号,称号_鹰眼
角色_克林特·巴顿,rdfsyntaxnstype,角色
称号_鹰眼,rdfsyntaxnstype,称号
角色_克林特·巴顿,relation_代号,称号_世界最佳狙击手
角色_克林特·巴顿,rdfsyntaxnstype,角色
称号_世界最佳狙击手,rdfsyntaxnstype,称号
角色_克林特·巴顿,relation_属于,团队_复仇者联盟
角色_克林特·巴顿,rdfsyntaxnstype,角色
团队_复仇者联盟,rdfsyntaxnstype,团队
角色_哈罗德·巴顿,relation_配偶,角色_伊迪丝·巴顿
角色_哈罗德·巴顿,rdfsyntaxnstype,角色
角色_伊迪丝·巴顿,rdfsyntaxnstype,角色
角色_克林特·巴顿,relation_兄弟姐妹,角色_查尔斯·巴顿
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_查尔斯·巴顿,rdfsyntaxnstype,角色
角色_克林特·巴顿,relation_后代,角色_哈罗德·巴顿
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_哈罗德·巴顿,rdfsyntaxnstype,角色
角色_克林特·巴顿,relation_后代,角色_伊迪丝·巴顿
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_伊迪丝·巴顿,rdfsyntaxnstype,角色
角色_查尔斯·巴顿,relation_后代,角色_哈罗德·巴顿
角色_查尔斯·巴顿,rdfsyntaxnstype,角色
角色_哈罗德·巴顿,rdfsyntaxnstype,角色
角色_查尔斯·巴顿,relation_后代,角色_伊迪丝·巴顿
角色_查尔斯·巴顿,rdfsyntaxnstype,角色
角色_伊迪丝·巴顿,rdfsyntaxnstype,角色
角色_克林特·巴顿,relation_爱上,角色_娜塔莉娅·罗曼诺夫
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_娜塔莉娅·罗曼诺夫,rdfsyntaxnstype,角色
角色_查尔斯·巴顿,relation_属于,机构_联邦调查局
角色_查尔斯·巴顿,rdfsyntaxnstype,角色
机构_联邦调查局,rdfsyntaxnstype,机构
角色_查尔斯·巴顿,relation_从事,职业_卧底
角色_查尔斯·巴顿,rdfsyntaxnstype,角色
职业_卧底,rdfsyntaxnstype,职业
角色_克林特·巴顿,relation_爱上,角色_汪达·马克希莫夫
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_汪达·马克希莫夫,rdfsyntaxnstype,角色
角色_汪达·马克希莫夫,relation_爱上,角色_幻视
角色_汪达·马克希莫夫,rdfsyntaxnstype,角色
角色_幻视,rdfsyntaxnstype,角色
角色_克林特·巴顿,relation_配偶,角色_芭芭拉·莫尔斯
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_芭芭拉·莫尔斯,rdfsyntaxnstype,角色
角色_芭芭拉·莫尔斯,relation_代号,称号_仿声鸟
角色_芭芭拉·莫尔斯,rdfsyntaxnstype,角色
称号_仿声鸟,rdfsyntaxnstype,称号
角色_芭芭拉·莫尔斯,relation_属于,机构_神盾局
角色_芭芭拉·莫尔斯,rdfsyntaxnstype,角色
机构_神盾局,rdfsyntaxnstype,机构
角色_芭芭拉·莫尔斯,relation_从事,职业_特工
角色_芭芭拉·莫尔斯,rdfsyntaxnstype,角色
职业_特工,rdfsyntaxnstype,职业
角色_泽莫男爵,relation_领导,团队_雷霆特攻队
角色_泽莫男爵,rdfsyntaxnstype,角色
团队_雷霆特攻队,rdfsyntaxnstype,团队
角色_克林特·巴顿,relation_领导,团队_雷霆特攻队
角色_克林特·巴顿,rdfsyntaxnstype,角色
团队_雷霆特攻队,rdfsyntaxnstype,团队
角色_月光石,relation_属于,团队_雷霆特攻队
角色_月光石,rdfsyntaxnstype,角色
团队_雷霆特攻队,rdfsyntaxnstype,团队
角色_克林特·巴顿,relation_爱上,角色_月光石
角色_克林特·巴顿,rdfsyntaxnstype,角色
角色_月光石,rdfsyntaxnstype,角色
角色_勇度,relation_收养,角色_彼得·奎尔
角色_勇度,rdfsyntaxnstype,角色
角色_彼得·奎尔,rdfsyntaxnstype,角色
角色_勇度,relation_属于,团队_劫掠者
角色_勇度,rdfsyntaxnstype,角色
团队_劫掠者,rdfsyntaxnstype,团队
角色_勇度,relation_对抗,角色_罗南
角色_勇度,rdfsyntaxnstype,角色
角色_罗南,rdfsyntaxnstype,角色
角色_勇度,relation_对抗,角色_伊戈
角色_勇度,rdfsyntaxnstype,角色
角色_伊戈,rdfsyntaxnstype,角色
角色_格鲁特,relation_朋友,角色_勇度
角色_格鲁特,rdfsyntaxnstype,角色
角色_勇度,rdfsyntaxnstype,角色
角色_火箭浣熊,relation_朋友,角色_勇度
角色_火箭浣熊,rdfsyntaxnstype,角色
角色_勇度,rdfsyntaxnstype,角色
角色_格鲁特,relation_对抗,角色_伊戈
角色_格鲁特,rdfsyntaxnstype,角色
角色_伊戈,rdfsyntaxnstype,角色
角色_火箭浣熊,relation_对抗,角色_伊戈
角色_火箭浣熊,rdfsyntaxnstype,角色
角色_伊戈,rdfsyntaxnstype,角色
角色_格鲁特,relation_属于,团队_银河护卫队
角色_格鲁特,rdfsyntaxnstype,角色
团队_银河护卫队,rdfsyntaxnstype,团队
角色_火箭浣熊,relation_属于,团队_银河护卫队
角色_火箭浣熊,rdfsyntaxnstype,角色
团队_银河护卫队,rdfsyntaxnstype,团队
角色_勇度,relation_拥有,能力_操控飞箭
角色_勇度,rdfsyntaxnstype,角色
能力_操控飞箭,rdfsyntaxnstype,能力
角色_勇度,relation_持有,装备_亚卡箭头
角色_勇度,rdfsyntaxnstype,角色
装备_亚卡箭头,rdfsyntaxnstype,装备
角色_尤里西斯·克劳,relation_出现,作品_《复仇者联盟2：奥创纪元》
角色_尤里西斯·克劳,rdfsyntaxnstype,角色
作品_《复仇者联盟2：奥创纪元》,rdfsyntaxnstype,作品
演员_安迪·瑟金斯,relation_饰演,角色_尤里西斯·克劳
演员_安迪·瑟金斯,rdfsyntaxnstype,演员
角色_尤里西斯·克劳,rdfsyntaxnstype,角色
角色_尤里西斯·克劳,relation_对抗,角色_奥创
角色_尤里西斯·克劳,rdfsyntaxnstype,角色
角色_奥创,rdfsyntaxnstype,角色
角色_尤里西斯·克劳,relation_去过,地点_南非
角色_尤里西斯·克劳,rdfsyntaxnstype,角色
地点_南非,rdfsyntaxnstype,地点
角色_尤里西斯·克劳,relation_从事,职业_军火走私商
角色_尤里西斯·克劳,rdfsyntaxnstype,角色
职业_军火走私商,rdfsyntaxnstype,职业
角色_尤里西斯·克劳,relation_朋友,角色_托尼·斯塔克
角色_尤里西斯·克劳,rdfsyntaxnstype,角色
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_尤里西斯·克劳,relation_对抗,角色_奥创
角色_尤里西斯·克劳,rdfsyntaxnstype,角色
角色_奥创,rdfsyntaxnstype,角色
角色_尤里西斯·克劳,relation_对抗,团队_复仇者联盟
角色_尤里西斯·克劳,rdfsyntaxnstype,角色
团队_复仇者联盟,rdfsyntaxnstype,团队
角色_詹姆斯·布坎南·巴恩斯,relation_代号,称号_巴基
角色_詹姆斯·布坎南·巴恩斯,rdfsyntaxnstype,角色
称号_巴基,rdfsyntaxnstype,称号
角色_詹姆斯·布坎南·巴恩斯,relation_出现,作品_《美国队长》
角色_詹姆斯·布坎南·巴恩斯,rdfsyntaxnstype,角色
作品_《美国队长》,rdfsyntaxnstype,作品
角色_詹姆斯·布坎南·巴恩斯,relation_朋友,角色_史蒂文·罗杰斯
角色_詹姆斯·布坎南·巴恩斯,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_詹姆斯·布坎南·巴恩斯,relation_从事,职业_冬兵
角色_詹姆斯·布坎南·巴恩斯,rdfsyntaxnstype,角色
职业_冬兵,rdfsyntaxnstype,职业
角色_詹姆斯·布坎南·巴恩斯,relation_去过,地点_欧洲
角色_詹姆斯·布坎南·巴恩斯,rdfsyntaxnstype,角色
地点_欧洲,rdfsyntaxnstype,地点
角色_詹姆斯·布坎南·巴恩斯,relation_去过,地点_瓦坎达
角色_詹姆斯·布坎南·巴恩斯,rdfsyntaxnstype,角色
地点_瓦坎达,rdfsyntaxnstype,地点
角色_詹姆斯·布坎南·巴恩斯,relation_持有,装备_金属手臂
角色_詹姆斯·布坎南·巴恩斯,rdfsyntaxnstype,角色
装备_金属手臂,rdfsyntaxnstype,装备
角色_詹姆斯·布坎南·巴恩斯,relation_代号,称号_白狼
角色_詹姆斯·布坎南·巴恩斯,rdfsyntaxnstype,角色
称号_白狼,rdfsyntaxnstype,称号
角色_金刚狼,relation_配偶,角色_阿一
角色_金刚狼,rdfsyntaxnstype,角色
角色_阿一,rdfsyntaxnstype,角色
角色_彰弘,relation_后代,角色_金刚狼
角色_彰弘,rdfsyntaxnstype,角色
角色_金刚狼,rdfsyntaxnstype,角色
角色_彰弘,relation_后代,角色_阿一
角色_彰弘,rdfsyntaxnstype,角色
角色_阿一,rdfsyntaxnstype,角色
角色_金刚狼,relation_去过,地点_马德里坡
角色_金刚狼,rdfsyntaxnstype,角色
地点_马德里坡,rdfsyntaxnstype,地点
角色_彰平,relation_配偶,角色_夏美
角色_彰平,rdfsyntaxnstype,角色
角色_夏美,rdfsyntaxnstype,角色
角色_彰平,relation_收养,角色_彰弘
角色_彰平,rdfsyntaxnstype,角色
角色_彰弘,rdfsyntaxnstype,角色
角色_夏美,relation_收养,角色_彰弘
角色_夏美,rdfsyntaxnstype,角色
角色_彰弘,rdfsyntaxnstype,角色
角色_彰平,relation_对抗,角色_彰弘
角色_彰平,rdfsyntaxnstype,角色
角色_彰弘,rdfsyntaxnstype,角色
角色_彰弘,relation_拥有,能力_变种能力
角色_彰弘,rdfsyntaxnstype,角色
能力_变种能力,rdfsyntaxnstype,能力
角色_彰弘,relation_持有,装备_骨爪
角色_彰弘,rdfsyntaxnstype,角色
装备_骨爪,rdfsyntaxnstype,装备
角色_彰弘,relation_去过,地点_加拿大
角色_彰弘,rdfsyntaxnstype,角色
地点_加拿大,rdfsyntaxnstype,地点
角色_彰弘,relation_师从,角色_伯尔
角色_彰弘,rdfsyntaxnstype,角色
角色_伯尔,rdfsyntaxnstype,角色
角色_彰弘,relation_拥有,能力_控制他人情绪
角色_彰弘,rdfsyntaxnstype,角色
能力_控制他人情绪,rdfsyntaxnstype,能力
角色_彰弘,relation_师从,角色_伯尔
角色_彰弘,rdfsyntaxnstype,角色
角色_伯尔,rdfsyntaxnstype,角色
角色_伯尔,relation_对抗,角色_彰弘
角色_伯尔,rdfsyntaxnstype,角色
角色_彰弘,rdfsyntaxnstype,角色
角色_彰弘,relation_对抗,角色_金刚狼
角色_彰弘,rdfsyntaxnstype,角色
角色_金刚狼,rdfsyntaxnstype,角色
角色_彰弘,relation_来自,地点_柏林
角色_彰弘,rdfsyntaxnstype,角色
地点_柏林,rdfsyntaxnstype,地点
角色_彰弘,relation_来自,地点_波茨坦
角色_彰弘,rdfsyntaxnstype,角色
地点_波茨坦,rdfsyntaxnstype,地点
角色_彰弘,relation_来自,地点_布鲁塞尔
角色_彰弘,rdfsyntaxnstype,角色
地点_布鲁塞尔,rdfsyntaxnstype,地点
角色_彰弘,relation_师从,角色_Cyber
角色_彰弘,rdfsyntaxnstype,角色
角色_Cyber,rdfsyntaxnstype,角色
角色_彰弘,relation_拥有,能力_超英勇的战斗意志，速度和敏捷性
角色_彰弘,rdfsyntaxnstype,角色
能力_超英勇的战斗意志，速度和敏捷性,rdfsyntaxnstype,能力
角色_彰弘,relation_对抗,角色_韦德·威尔逊
角色_彰弘,rdfsyntaxnstype,角色
角色_韦德·威尔逊,rdfsyntaxnstype,角色
角色_彰弘,relation_去过,地点_日本
角色_彰弘,rdfsyntaxnstype,角色
地点_日本,rdfsyntaxnstype,地点
角色_彰弘,relation_对抗,角色_罗慕路斯
角色_彰弘,rdfsyntaxnstype,角色
角色_罗慕路斯,rdfsyntaxnstype,角色
角色_诺曼·奥斯本,relation_领导,团队_黑暗复仇者
角色_诺曼·奥斯本,rdfsyntaxnstype,角色
团队_黑暗复仇者,rdfsyntaxnstype,团队
角色_彰弘,relation_属于,团队_黑暗复仇者
角色_彰弘,rdfsyntaxnstype,角色
团队_黑暗复仇者,rdfsyntaxnstype,团队
角色_彰弘,relation_属于,团队_黑暗X战警
角色_彰弘,rdfsyntaxnstype,角色
团队_黑暗X战警,rdfsyntaxnstype,团队
角色_彰弘,relation_属于,团队_黑暗复仇者
角色_彰弘,rdfsyntaxnstype,角色
团队_黑暗复仇者,rdfsyntaxnstype,团队
角色_彰弘,relation_去过,地点_罗马
角色_彰弘,rdfsyntaxnstype,角色
地点_罗马,rdfsyntaxnstype,地点
角色_彰弘,relation_去过,地点_东京
角色_彰弘,rdfsyntaxnstype,角色
地点_东京,rdfsyntaxnstype,地点
角色_彰弘,relation_去过,地点_米兰
角色_彰弘,rdfsyntaxnstype,角色
地点_米兰,rdfsyntaxnstype,地点
角色_彰弘,relation_去过,地点_旧金山
角色_彰弘,rdfsyntaxnstype,角色
地点_旧金山,rdfsyntaxnstype,地点
角色_彰弘,relation_持有,装备_可以伸出能量爪的手套
角色_彰弘,rdfsyntaxnstype,角色
装备_可以伸出能量爪的手套,rdfsyntaxnstype,装备
角色_里德·理查德,relation_制造,装备_可以伸出能量爪的手套
角色_里德·理查德,rdfsyntaxnstype,角色
装备_可以伸出能量爪的手套,rdfsyntaxnstype,装备
角色_彰弘,relation_拥有,能力_自愈因子
角色_彰弘,rdfsyntaxnstype,角色
能力_自愈因子,rdfsyntaxnstype,能力
角色_唐娜·基尔,relation_从事,职业_警探
角色_唐娜·基尔,rdfsyntaxnstype,角色
职业_警探,rdfsyntaxnstype,职业
角色_唐娜·基尔,relation_属于,机构_FBI
角色_唐娜·基尔,rdfsyntaxnstype,角色
机构_FBI,rdfsyntaxnstype,机构
角色_彰弘,relation_爱上,角色_唐娜·基尔
角色_彰弘,rdfsyntaxnstype,角色
角色_唐娜·基尔,rdfsyntaxnstype,角色
角色_唐娜·基尔,relation_爱上,角色_彰弘
角色_唐娜·基尔,rdfsyntaxnstype,角色
角色_彰弘,rdfsyntaxnstype,角色
角色_彰弘,relation_领导,团队_邪恶变种人兄弟会
角色_彰弘,rdfsyntaxnstype,角色
团队_邪恶变种人兄弟会,rdfsyntaxnstype,团队
角色_彰弘,relation_拥有,能力_费洛蒙操控
角色_彰弘,rdfsyntaxnstype,角色
能力_费洛蒙操控,rdfsyntaxnstype,能力
角色_彰弘,relation_拥有,能力_免疫心灵感应
角色_彰弘,rdfsyntaxnstype,角色
能力_免疫心灵感应,rdfsyntaxnstype,能力
角色_彰弘,relation_持有,装备_村正刀爪
角色_彰弘,rdfsyntaxnstype,角色
装备_村正刀爪,rdfsyntaxnstype,装备
演员_蜜雪儿·菲佛,relation_饰演,角色_珍妮特·范·达因
演员_蜜雪儿·菲佛,rdfsyntaxnstype,演员
角色_珍妮特·范·达因,rdfsyntaxnstype,角色
角色_珍妮特·范·达因,relation_配偶,角色_汉克·皮姆
角色_珍妮特·范·达因,rdfsyntaxnstype,角色
角色_汉克·皮姆,rdfsyntaxnstype,角色
角色_珍妮特·范·达因,relation_代号,称号_黄蜂女
角色_珍妮特·范·达因,rdfsyntaxnstype,角色
称号_黄蜂女,rdfsyntaxnstype,称号
角色_珍妮特·范·达因,relation_属于,机构_神盾局
角色_珍妮特·范·达因,rdfsyntaxnstype,角色
机构_神盾局,rdfsyntaxnstype,机构
角色_珍妮特·范·达因,relation_配偶,角色_汉克·皮姆
角色_珍妮特·范·达因,rdfsyntaxnstype,角色
角色_汉克·皮姆,rdfsyntaxnstype,角色
角色_荷普·范·达因,relation_后代,角色_珍妮特·范·达因
角色_荷普·范·达因,rdfsyntaxnstype,角色
角色_珍妮特·范·达因,rdfsyntaxnstype,角色
角色_荷普·范·达因,relation_后代,角色_汉克·皮姆
角色_荷普·范·达因,rdfsyntaxnstype,角色
角色_汉克·皮姆,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_代号,称号_蜘蛛侠
角色_彼得·帕克,rdfsyntaxnstype,角色
称号_蜘蛛侠,rdfsyntaxnstype,称号
角色_彼得·帕克,relation_出现,作品_《蜘蛛侠》
角色_彼得·帕克,rdfsyntaxnstype,角色
作品_《蜘蛛侠》,rdfsyntaxnstype,作品
角色_彼得·帕克,relation_来自,地点_美国
角色_彼得·帕克,rdfsyntaxnstype,角色
地点_美国,rdfsyntaxnstype,地点
角色_彼得·帕克,relation_从事,职业_自由摄影师
角色_彼得·帕克,rdfsyntaxnstype,角色
职业_自由摄影师,rdfsyntaxnstype,职业
角色_彼得·帕克,relation_去过,地点_美国纽约市
角色_彼得·帕克,rdfsyntaxnstype,角色
地点_美国纽约市,rdfsyntaxnstype,地点
角色_彼得·帕克,relation_拥有,能力_超强的力量与敏捷性
角色_彼得·帕克,rdfsyntaxnstype,角色
能力_超强的力量与敏捷性,rdfsyntaxnstype,能力
角色_彼得·帕克,relation_拥有,能力_能黏附在大部分表面上的能力
角色_彼得·帕克,rdfsyntaxnstype,角色
能力_能黏附在大部分表面上的能力,rdfsyntaxnstype,能力
角色_彼得·帕克,relation_拥有,能力_蜘蛛感官
角色_彼得·帕克,rdfsyntaxnstype,角色
能力_蜘蛛感官,rdfsyntaxnstype,能力
角色_彼得·帕克,relation_持有,装备_蛛网发射器
角色_彼得·帕克,rdfsyntaxnstype,角色
装备_蛛网发射器,rdfsyntaxnstype,装备
角色_彼得·帕克,relation_制造,装备_蛛网发射器
角色_彼得·帕克,rdfsyntaxnstype,角色
装备_蛛网发射器,rdfsyntaxnstype,装备
角色_彼得·帕克,relation_朋友,角色_托尼·斯塔克
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_托尼·斯塔克,relation_代号,称号_钢铁侠
角色_托尼·斯塔克,rdfsyntaxnstype,角色
称号_钢铁侠,rdfsyntaxnstype,称号
角色_彼得·帕克,relation_朋友,角色_史蒂文·罗杰斯
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
角色_史蒂文·罗杰斯,relation_代号,称号_美国队长
角色_史蒂文·罗杰斯,rdfsyntaxnstype,角色
称号_美国队长,rdfsyntaxnstype,称号
演员_汤姆·荷兰,relation_饰演,角色_彼得·帕克
演员_汤姆·荷兰,rdfsyntaxnstype,演员
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_代号,称号_微不足道的帕克
角色_彼得·帕克,rdfsyntaxnstype,角色
称号_微不足道的帕克,rdfsyntaxnstype,称号
角色_彼得·帕克,relation_对抗,角色_闪电·汤姆森
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_闪电·汤姆森,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_后代,角色_理查德·帕克
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_理查德·帕克,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_后代,角色_玛丽·帕克
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_玛丽·帕克,rdfsyntaxnstype,角色
角色_理查德·帕克,relation_配偶,角色_玛丽·帕克
角色_理查德·帕克,rdfsyntaxnstype,角色
角色_玛丽·帕克,rdfsyntaxnstype,角色
角色_理查德·帕克,relation_属于,机构_美国中央情报局
角色_理查德·帕克,rdfsyntaxnstype,角色
机构_美国中央情报局,rdfsyntaxnstype,机构
角色_理查德·帕克,relation_从事,职业_特工
角色_理查德·帕克,rdfsyntaxnstype,角色
职业_特工,rdfsyntaxnstype,职业
角色_玛丽·帕克,relation_属于,机构_美国中央情报局
角色_玛丽·帕克,rdfsyntaxnstype,角色
机构_美国中央情报局,rdfsyntaxnstype,机构
角色_玛丽·帕克,relation_从事,职业_数据分析员
角色_玛丽·帕克,rdfsyntaxnstype,角色
职业_数据分析员,rdfsyntaxnstype,职业
角色_彼得·帕克,relation_爱上,角色_格温·斯泰西
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_格温·斯泰西,rdfsyntaxnstype,角色
角色_彼得·帕克,relation_配偶,角色_玛丽·简
角色_彼得·帕克,rdfsyntaxnstype,角色
角色_玛丽·简,rdfsyntaxnstype,角色
角色_祖利,relation_来自,地点_瓦坎达
角色_祖利,rdfsyntaxnstype,角色
地点_瓦坎达,rdfsyntaxnstype,地点
角色_特查拉,relation_后代,角色_帝查卡
角色_特查拉,rdfsyntaxnstype,角色
角色_帝查卡,rdfsyntaxnstype,角色
角色_帝查卡,relation_雇佣,角色_祖利
角色_帝查卡,rdfsyntaxnstype,角色
角色_祖利,rdfsyntaxnstype,角色
演员_科力士·韦德加,relation_饰演,角色_祖利
演员_科力士·韦德加,rdfsyntaxnstype,演员
角色_祖利,rdfsyntaxnstype,角色
角色_祖利,relation_出现,作品_《黑豹》
角色_祖利,rdfsyntaxnstype,角色
作品_《黑豹》,rdfsyntaxnstype,作品
角色_萨诺斯,relation_收养,角色_卡魔拉
角色_萨诺斯,rdfsyntaxnstype,角色
